"Protein","Count_ABP","Count_Comp","Count_NP","Mean_ABP","Mean_Comp","Mean_NP","Fold_change_ABP_vs_Comp","Fold_change_ABP_vs_NP","Fold_change_Comp_vs_NP","P_value_A_ABP_vs_Comp","P_value_A_ABP_vs_NP","P_value_A_Comp_vs_NP","Flag_A_ABP_vs_Comp","Flag_A_ABP_vs_NP","Flag_A_Comp_vs_NP"
"sp|Q52KK4|NAF1_RAT",0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"sp|Q6P6V0|G6PI_RAT",3,3,3,1.97911842818368,1.38678588269008,-0.650033969186197,0.592332545493605,2.62915239736988,2.03681985187627,0.00379717130183724,9.28819740859228e-07,4.19041319409671e-06,1,1,1
"sp|Q63210|GNA12_RAT",3,3,0,3.37677438968877,3.22148483474315,NA,0.155289554945623,NA,NA,0.210537350462159,NA,NA,0,0,0
"tr|D3ZCW6|D3ZCW6_RAT",0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"tr|F1LW77|F1LW77_RAT",3,3,3,2.69221048417276,2.45871036224692,-0.274476075255025,0.23350012192584,2.96668655942778,2.73318643750194,0.0922265855954158,2.43586880868966e-07,3.96645308782168e-07,0,1,1
"sp|Q63610|TPM3_RAT",0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"tr|M0R8B6|M0R8B6_RAT",3,3,3,3.36766263207736,2.95475537163332,0.0752559062746087,0.412907260444044,3.29240672580275,2.87949946535871,0.0780819851447872,2.72506915275225e-06,5.98937162875976e-06,0,1,1
"tr|B2RYJ7|B2RYJ7_RAT",3,3,0,1.86966922878778,1.82277928095668,NA,0.0468899478310973,NA,NA,0.752097493158572,NA,NA,0,0,0
"sp|P09117|ALDOC_RAT",3,3,1,2.12094797476197,1.79818226485444,-0.433229669497313,0.322765709907522,2.55417764425928,2.23141193435176,0.309779535015065,0.00288488606256703,0.00473787403378154,0,1,1
"tr|A0A0G2JZ09|A0A0G2JZ09_RAT",3,3,2,2.29881284599297,1.65011099027771,-0.923584117111715,0.648701855715253,3.22239696310468,2.57369510738943,0.0554641809091086,0.000106022976601236,0.000311100110514036,0,1,1
"sp|P63329|PP2BA_RAT",0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"sp|Q9WTT6|GUAD_RAT",0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"tr|A0A0G2K7M1|A0A0G2K7M1_RAT",3,3,1,4.91417010688363,5.30094712853031,-1.54796584468925,-0.386777021646683,6.46213595157287,6.84891297321956,0.613551730955674,0.00295584250515207,0.00238070427926247,0,1,1
"sp|P11442|CLH1_RAT",3,3,1,2.05464222060138,1.63368040053283,-0.216166013556587,0.42096182006855,2.27080823415797,1.84984641408942,0.233707757090254,0.00590329826500538,0.012113463122577,0,1,1
"sp|Q4V7C9|NKAP_RAT",0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"sp|Q8K4F8|CCNF_RAT",0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"tr|A0A0G2K4F6|A0A0G2K4F6_RAT",0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"tr|F1LMI1|F1LMI1_RAT",0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"tr|E9PU57|E9PU57_RAT",0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"sp|Q8R5K5|UTP11_RAT",0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"tr|Q4KLL7|Q4KLL7_RAT",0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"tr|A0A0G2K7N8|A0A0G2K7N8_RAT",0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"tr|D3ZLG3|D3ZLG3_RAT",0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"tr|D4A997|D4A997_RAT",0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"tr|D4A8C6|D4A8C6_RAT",0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"tr|F1LXL6|F1LXL6_RAT",0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"tr|F1M7Z2|F1M7Z2_RAT",0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"tr|B5DFK6|B5DFK6_RAT",0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"tr|M0R9A9|M0R9A9_RAT",0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"tr|E9PSR7|E9PSR7_RAT",0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"tr|D3ZQH1|D3ZQH1_RAT",0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"sp|Q5M9I6|MMTA2_RAT",0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"tr|D3ZCQ7|D3ZCQ7_RAT",0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"tr|D4A1U7|D4A1U7_RAT",0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"sp|Q767I8|PCDA4_RAT",0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"tr|A0A0G2K786|A0A0G2K786_RAT",0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"tr|A0A0G2JT56|A0A0G2JT56_RAT",0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"sp|P85107|TGS1_RAT",0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"sp|Q5U2T8|CIR1_RAT",0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"tr|A0A0G2K305|A0A0G2K305_RAT",0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"sp|Q6DTM3|AHI1_RAT",0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"tr|D4A2N0|D4A2N0_RAT",0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"tr|F1M2T7|F1M2T7_RAT",0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"tr|A0A0U1RRT8|A0A0U1RRT8_RAT",0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"tr|D3ZDR9|D3ZDR9_RAT",0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"tr|B1H269|B1H269_RAT",0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"sp|Q4V8I5|AR6P4_RAT",0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"tr|D3ZKG7|D3ZKG7_RAT",0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"tr|D4A6Q6|D4A6Q6_RAT",0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"sp|P55266|DSRAD_RAT",0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"tr|D4A106|D4A106_RAT",0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"tr|F1M0L3|F1M0L3_RAT",0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"sp|P28841|NEC2_RAT",0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"tr|F1LW22|F1LW22_RAT",0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"tr|D3ZLC6|D3ZLC6_RAT",0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"tr|B5DEI9|B5DEI9_RAT",0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"tr|F1M1Q8|F1M1Q8_RAT",0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"tr|A0A0G2K918|A0A0G2K918_RAT",0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"tr|G3V9A3|G3V9A3_RAT",3,3,3,2.39637775980956,1.78276002888191,-0.740894192322118,0.613617730927647,3.13727195213168,2.52365422120403,0.0385050964047902,1.02362714006099e-05,3.61086429416038e-05,1,1,1
"sp|P07323|ENOG_RAT",2,3,1,1.57600500297606,0.85191239309315,-0.213769029547922,0.724092609882911,1.78977403252398,1.06568142264107,0.0507765002716289,0.0100708865649969,0.0347686521819642,0,1,1
"sp|P04905|GSTM1_RAT",3,3,1,3.00471168868815,2.62395164786263,-0.752411232588914,0.380760040825527,3.75712292127707,3.37636288045154,0.293857896792859,0.00108775943411626,0.0016330080236195,0,1,1
"sp|Q5PPJ9|SHLB2_RAT",0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"tr|B4F7C2|B4F7C2_RAT",3,3,2,3.54238535417832,3.62171950717577,-1.00380642303306,-0.0793341529974492,4.54619177721138,4.62552593020883,0.818869303270062,6.116032489039e-05,5.62219503264196e-05,0,1,1
"sp|Q06486|KC1D_RAT",0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"tr|M0R6Y8|M0R6Y8_RAT",0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"sp|Q9Z2L0|VDAC1_RAT",0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"sp|P36972|APT_RAT",0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"sp|Q00981|UCHL1_RAT",3,3,2,2.65130476892904,2.05581603897852,-0.891546698984305,0.59548872995052,3.54285146791335,2.94736273796283,0.169447428206743,0.000362508344676466,0.000856353918040504,0,1,1
"sp|P13221|AATC_RAT",3,3,3,2.72442989301384,2.26772190587229,-0.751437065498951,0.456707987141556,3.4758669585128,3.01915897137124,0.269263509769389,8.94727434799068e-05,0.00019711221890599,0,1,1
"tr|A0A0G2K8S2|A0A0G2K8S2_RAT",3,3,3,6.03128962081336,6.42229243621522,-4.9673163016303,-0.391002815401863,10.9986059224437,11.3896087378455,0.727815007635542,5.0027054181994e-05,4.09580781935946e-05,0,1,1
"tr|M0R9E4|M0R9E4_RAT",0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"sp|P12839|NFM_RAT",3,3,3,1.85428017292027,1.22221538141178,-0.781174433913805,0.632064791508491,2.63545460683408,2.00338981532559,0.129875836874238,0.000333033323482283,0.00143128938552373,0,1,1
"tr|A0A0G2K9J2|A0A0G2K9J2_RAT",0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"tr|D3ZSS5|D3ZSS5_RAT",0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"sp|P10888|COX41_RAT",3,3,1,2.41955003203068,1.86446101682288,-0.770543239130383,0.555089015207807,3.19009327116107,2.63500425595326,0.112575695421918,0.00118410482047992,0.00243725197631185,0,1,1
"tr|F1M3T3|F1M3T3_RAT",0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"sp|O08651|SERA_RAT",3,3,2,2.03829388022393,1.74893724470264,-0.369670289989931,0.289356635521283,2.40796417021386,2.11860753469258,0.332379946363738,0.000497201023634002,0.000901437920136957,0,1,1
"sp|P54690|BCAT1_RAT",0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"sp|Q6RUV5|RAC1_RAT",0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"tr|Q5XI34|Q5XI34_RAT",0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"sp|Q9JJM9|SEPT5_RAT",0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"sp|Q80Z30|PPM1E_RAT",3,3,3,2.25894329734021,2.05712960684791,-0.665050381489745,0.201813690492301,2.92399367882996,2.72217998833766,0.785774464980346,0.00622765139855687,0.00861774985445708,0,1,1
"sp|O08839|BIN1_RAT",0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"sp|P63039|CH60_RAT",0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"sp|P50398|GDIA_RAT",0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"sp|A1EC95|HEAT6_RAT",0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"tr|Q499S6|Q499S6_RAT",0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"sp|P21707|SYT1_RAT",2,3,0,0.742604831268006,0.753076921314353,NA,-0.0104720900463466,NA,NA,0.932413950687816,NA,NA,0,0,0
"tr|D4A981|D4A981_RAT",0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"tr|B1WCA0|B1WCA0_RAT",0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"sp|G3V9D0|PGLT1_RAT",3,3,2,0.87357384052621,0.506359117128391,0.377164857511709,0.367214723397819,0.496408983014501,0.129194259616682,0.416048885364887,0.332869289169008,0.791491839924129,0,0,0
"sp|O88761|PSMD1_RAT",0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"sp|P63012|RAB3A_RAT",0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"tr|M0RCJ5|M0RCJ5_RAT",0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"sp|P50475|SYAC_RAT",3,3,1,2.6105762382852,2.17231253795084,-1.51611907370686,0.438263700334363,4.12669531199206,3.6884316116577,0.0811723712702159,0.000102576969931572,0.000159621299541791,0,1,1
"sp|Q63651|GRK1_RAT",0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"sp|Q62868|ROCK2_RAT",0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"sp|Q64057|AL7A1_RAT",0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"sp|Q5M965|THG1_RAT",0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"sp|Q9QUL6|NSF_RAT",3,3,0,2.23258058704804,2.25315157999775,NA,-0.0205709929497027,NA,NA,0.945800225933321,NA,NA,0,0,0
"tr|D4ABZ4|D4ABZ4_RAT",0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"sp|Q9WVC0|SEPT7_RAT",0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"sp|P63059|THA_RAT",0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"tr|F1M0A0|F1M0A0_RAT",3,3,3,1.90779901495171,1.44755064973588,0.334162557954932,0.460248365215825,1.57363645699677,1.11338809178095,0.20182077909002,0.00271146235746361,0.0133570650594162,0,1,1
"sp|P61983|1433G_RAT",3,3,2,1.61724332130588,0.868578797876715,-0.310209198024541,0.748664523429161,1.92745251933042,1.17878799590126,0.116177275036684,0.00721992707635279,0.0442004098773372,0,1,1
"tr|F1LXQ7|F1LXQ7_RAT",0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"tr|F1MAM9|F1MAM9_RAT",0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"tr|Q7TPB3|Q7TPB3_RAT",0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"sp|Q4V7E0|TRMO_RAT",0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"sp|Q9Z286|ADCYA_RAT",0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"tr|Q4VBH2|Q4VBH2_RAT",0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"tr|E9PTN6|E9PTN6_RAT",3,3,2,3.92566531165197,4.15349800726148,-0.978282860157094,-0.227832695609513,4.90394817180906,5.13178086741858,0.772736594537574,0.00203638915583139,0.00166184073556728,0,1,1
"sp|P68511|1433F_RAT",0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"sp|P61265|STX1B_RAT",3,3,0,2.01056964514623,1.72220470181014,NA,0.288364943336091,NA,NA,0.24675718169207,NA,NA,0,0,0
"sp|P32851|STX1A_RAT",3,3,0,2.60357117269335,2.17613717799596,NA,0.427433994697387,NA,NA,0.0201435863230786,NA,NA,1,0,0
"sp|Q5I0K3|CLYBL_RAT",0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"sp|A1L1L7|ZN426_RAT",0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"tr|D3ZTN0|D3ZTN0_RAT",0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"sp|Q4V887|S39A6_RAT",0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"sp|P39069|KAD1_RAT",3,3,2,1.88252845865541,1.17706725211502,-0.405532700453283,0.705461206540391,2.2880611591087,1.58259995256831,0.13033306320746,0.00333669349105897,0.0150814961413091,0,1,1
"sp|P19511|AT5F1_RAT",0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"tr|D3ZTJ6|D3ZTJ6_RAT",0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"tr|D3ZKY5|D3ZKY5_RAT",0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"sp|Q8VHZ8|DSCAM_RAT",0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"sp|Q6AXN9|RIBC2_RAT",0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"sp|P62744|AP2S1_RAT",0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"sp|P04639|APOA1_RAT",3,3,1,2.50233869213526,1.85354559997608,-0.976627365087415,0.648793092159183,3.47896605722267,2.83017296506349,0.213360616888101,0.00497332911044469,0.0103356463059071,0,1,1
"tr|A0A0G2K658|A0A0G2K658_RAT",0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"sp|O88457|SCNBA_RAT",0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"sp|P51650|SSDH_RAT",0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"tr|D4ABC6|D4ABC6_RAT",3,3,0,1.83343988254245,1.6768740787125,NA,0.156565803829944,NA,NA,0.502394866072635,NA,NA,0,0,0
"sp|Q63537|SYN2_RAT",0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"tr|F1M8R0|F1M8R0_RAT",3,3,2,2.23005374287424,1.79622107046251,-0.928087705224469,0.43383267241173,3.15814144809871,2.72430877568698,0.152596675299936,0.000109100251583854,0.000221830995822571,0,1,1
"sp|D3ZJP6|MYO10_RAT",0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"tr|F1LUK0|F1LUK0_RAT",0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"tr|A0A0G2JUU7|A0A0G2JUU7_RAT",0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"tr|A0A0G2K2M0|A0A0G2K2M0_RAT",0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"sp|P14659|HSP72_RAT",0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"tr|D4A3U5|D4A3U5_RAT",0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"tr|F1M4M5|F1M4M5_RAT",0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"tr|D3ZDF3|D3ZDF3_RAT",0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"tr|Q7TPJ4|Q7TPJ4_RAT",0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"sp|Q62952|DPYL3_RAT",3,3,1,2.28244310526255,1.8039787920572,-0.841916779196094,0.478464313205353,3.12435988445865,2.64589557125329,0.0558319878051006,0.000248881177230555,0.000475828771815202,0,1,1
"sp|Q5U300|UBA1_RAT",0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"sp|O70441|SYN3_RAT",3,3,0,1.90335160855814,1.55803483629949,NA,0.345316772258651,NA,NA,0.11844600863484,NA,NA,0,0,0
"tr|D4A1D3|D4A1D3_RAT",0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"tr|F7EU61|F7EU61_RAT",0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"sp|Q6P6G7|RLP24_RAT",0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"sp|Q9EPB1|DPP2_RAT",0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"tr|B2GV73|B2GV73_RAT",0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"sp|P20759|IGHG1_RAT",0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"sp|Q9EQX9|UBE2N_RAT",0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"sp|O88600|HSP74_RAT",3,3,2,3.49595211656023,2.75193381347459,0.466694250254553,0.744018303085634,3.02925786630568,2.28523956322004,0.0504177467462242,0.00023741111538226,0.000891189819699873,0,1,1
"sp|O35303|DNM1L_RAT",0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"sp|O89049|TRXR1_RAT",0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"sp|P00406|COX2_RAT",0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"sp|Q9Z0W5|PACN1_RAT",0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"tr|F1LTH0|F1LTH0_RAT",0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"sp|O35179|SH3G2_RAT",0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"tr|D3ZJC0|D3ZJC0_RAT",0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"sp|Q6GMN2|BAIP2_RAT",0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"tr|B2GUZ9|B2GUZ9_RAT",0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"tr|D3ZCX6|D3ZCX6_RAT",0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"tr|F1LTN6|F1LTN6_RAT",3,3,1,2.26221917712332,1.9359720406562,-0.896287774403162,0.326247136467118,3.15850695152648,2.83225981505936,0.347554144772873,0.00189234436588912,0.00284498486753516,0,1,1
"sp|P25809|KCRU_RAT",3,3,0,2.30570157509599,1.86347972926771,NA,0.442221845828275,NA,NA,0.404442236893413,NA,NA,0,0,0
"sp|P12346|TRFE_RAT",0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"sp|P97536|CAND1_RAT",0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"tr|M0RAB8|M0RAB8_RAT",0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"tr|F1LX07|F1LX07_RAT",0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"tr|D3ZAP9|D3ZAP9_RAT",3,3,0,2.25966516900728,1.78428524413025,NA,0.475379924877038,NA,NA,0.230698776002803,NA,NA,0,0,0
"sp|Q6IG02|K22E_RAT",3,3,3,1.33962876969009,0.951475706010482,0.874085180615321,0.388153063679606,0.465543589074768,0.0773905253951619,0.484107591855293,0.405649461248889,0.886699839724479,0,0,0
"sp|Q91XT5|BCDO1_RAT",0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"tr|M0R8M9|M0R8M9_RAT",3,3,1,1.94394278276118,1.75255550262684,-0.946994458603461,0.191387280134339,2.89093724136464,2.6995499612303,0.612896808841894,0.00425349524518173,0.00545319462113293,0,1,1
"sp|O35548|MMP16_RAT",3,3,0,1.96537964782625,2.15832134607444,NA,-0.192941698248186,NA,NA,0.624803902435162,NA,NA,0,0,0
"sp|Q4V7C7|ARP3_RAT",0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"sp|P68370|TBA1A_RAT",3,3,2,4.40673394894307,4.45404991927322,-1.74487071517579,-0.0473159703301462,6.15160466411887,6.19892063444901,0.946518165110984,0.000439010402623444,0.000423466329130878,0,1,1
"sp|Q5I0D7|PEPD_RAT",0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"tr|D3ZGY4|D3ZGY4_RAT",3,3,3,2.27628017857897,2.00940743468526,-3.07568478942708,0.266872743893713,5.35196496800605,5.08509222411233,0.414757262751843,2.18416764058271e-06,2.95278279537055e-06,0,1,1
"sp|P09811|PYGL_RAT",3,3,0,2.3858293636658,2.24455946776377,NA,0.141269895902032,NA,NA,0.5997249219274,NA,NA,0,0,0
"sp|P00884|ALDOB_RAT",3,3,3,2.07576489253268,1.56998806585334,0.646310558184715,0.505776826679336,1.42945433434796,0.923677507668626,0.187539077452001,0.00566687176693508,0.034832903967414,0,1,1
"sp|P48721|GRP75_RAT",3,3,1,2.85575416153554,2.47460547944829,0.553679960774652,0.381148682087244,2.30207420076088,1.92092551867364,0.290202043910784,0.00651057385841724,0.0122520791767397,0,1,1
"tr|D4AAL2|D4AAL2_RAT",0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"tr|F1M943|F1M943_RAT",0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"sp|E9PU28|IMDH2_RAT",0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"sp|Q496Z9|TRM1L_RAT",3,3,3,1.49263778060388,1.05159545137524,-0.364046845418998,0.441042329228644,1.85668462602288,1.41564229679423,0.106726101672517,0.000205924865761613,0.000894663402813708,0,1,1
"tr|D4ADJ1|D4ADJ1_RAT",3,3,2,2.0261997759028,1.69486938922327,-2.45560687910739,0.331330386679525,4.48180665501018,4.15047626833066,0.143384536910086,4.55428741543755e-06,6.65981773730854e-06,0,1,1
"sp|Q9JHW0|PSB7_RAT",0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"sp|O35331|PDXK_RAT",0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"sp|P13803|ETFA_RAT",3,3,2,1.95103619171276,1.80765193895487,-1.72356417056256,0.143384252757892,3.67460036227532,3.53121610951743,0.724346056389265,0.000359854687111854,0.000434135371480088,0,1,1
"tr|D3ZMJ1|D3ZMJ1_RAT",0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"sp|Q64686|SIA7C_RAT",0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"tr|F1M4G6|F1M4G6_RAT",0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"tr|Q587K3|Q587K3_RAT",0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"sp|P62948|RL41_RAT",0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
